shoulder_pitch_joint,shoulder_roll_joint,shoulder_yaw_joint,elbow_pitch_joint,torque_shoulder_pitch_joint,torque_shoulder_roll_joint,torque_shoulder_yaw_joint,torque_elbow_pitch_joint
-1.5707963267948966,-1.5707963267948966,-0.5235987755982989,-0.6108652381980153,2.2168933355715126e-12,1.2327916465437738e-12,1.4210854715202004e-13,-7.105427357601002e-15
-1.5707963267948966,-1.5707963267948966,-0.5235987755982989,-0.4363323129985824,-6.821210263296962e-12,-2.4158453015843406e-13,9.442446824436956e-14,-1.9184653865522705e-13
-1.5707963267948966,-1.5707963267948966,-0.5235987755982989,-0.26179938779914946,-7.133849067031406e-12,-1.1510792319313623e-12,6.483702463810914e-14,1.687538997430238e-13
-1.5707963267948966,-1.5707963267948966,-0.5235987755982989,-0.08726646259971649,-3.154809746774845e-12,3.296918293926865e-12,7.105427357601002e-15,-1.4566126083082054e-13
-1.5707963267948966,-1.5707963267948966,-0.5235987755982989,0.08726646259971649,-1.6200374375330284e-12,-3.595346242946107e-12,-1.7763568394002505e-14,1.4210854715202004e-14
-1.5707963267948966,-1.5707963267948966,-0.5235987755982989,0.26179938779914935,-1.2505552149377763e-12,-5.002220859751105e-12,-9.414691248821327e-14,1.3500311979441904e-13
-1.5707963267948966,-1.5707963267948966,-0.5235987755982989,0.43633231299858233,-1.7621459846850485e-12,-2.0250467969162855e-13,-4.3048897779840445e-14,-2.877698079828406e-13
-1.5707963267948966,-1.5707963267948966,-0.5235987755982989,0.6108652381980153,9.43600753089413e-12,-1.0409451078885468e-12,-1.509903313490213e-14,-5.1514348342607263e-14
-1.5707963267948966,-1.5707963267948966,-0.5235987755982989,0.7853981633974483,-2.6147972675971687e-12,2.7995383788947947e-12,1.0125233984581428e-13,2.1671553440683056e-13
-1.5707963267948966,-1.5707963267948966,-0.17453292519943298,-0.7853981633974483,-8.043343768804334e-12,9.450218385609332e-13,1.305622276959184e-13,3.339550858072471e-13
-1.5707963267948966,-1.5707963267948966,-0.17453292519943298,-0.6108652381980153,-7.275957614183426e-12,6.075140390748857e-13,-3.752553823233029e-14,4.618527782440651e-13
-1.5707963267948966,-1.5707963267948966,-0.17453292519943298,-0.4363323129985824,1.9610979506978765e-12,2.0250467969162855e-12,2.3148150063434514e-14,-2.0250467969162855e-13
-1.5707963267948966,-1.5707963267948966,-0.17453292519943298,-0.26179938779914946,6.0254023992456496e-12,1.7976731214730535e-12,-5.1958437552457326e-14,5.009326287108706e-13
-1.5707963267948966,-1.5707963267948966,-0.17453292519943298,-0.08726646259971649,4.177991286269389e-12,1.0729195309977513e-12,8.881784197001252e-14,7.047695760320494e-13
-1.5707963267948966,-1.5707963267948966,-0.17453292519943298,0.08726646259971649,4.206412995699793e-12,6.394884621840902e-13,-3.2862601528904634e-14,9.059419880941277e-14
-1.5707963267948966,-1.5707963267948966,-0.17453292519943298,0.26179938779914935,5.9401372709544376e-12,1.1830536550405668e-12,-7.549516567451064e-15,2.948752353404416e-13
-1.5707963267948966,-1.5707963267948966,-0.17453292519943298,0.43633231299858233,-3.126388037344441e-12,1.922018100231071e-12,-2.6978419498391304e-14,-2.4868995751603507e-14
-1.5707963267948966,-1.5707963267948966,-0.17453292519943298,0.6108652381980153,9.407585821463726e-12,-1.8829382497642655e-13,-4.3520742565306136e-14,2.2737367544323206e-13
-1.5707963267948966,-1.5707963267948966,-0.17453292519943298,0.7853981633974483,-7.901235221652314e-12,1.3216094885137863e-12,-9.50350909079134e-14,1.5631940186722204e-13
-1.5707963267948966,-1.5707963267948966,0.17453292519943298,-0.7853981633974483,1.7905676941154525e-12,-1.9184653865522705e-13,2.184918912462308e-13,1.3500311979441904e-13
-1.5707963267948966,-1.5707963267948966,0.17453292519943298,-0.6108652381980153,-5.6274984672199935e-12,-2.4868995751603507e-13,1.0436096431476471e-13,2.0605739337042905e-13
-1.5707963267948966,-1.5707963267948966,0.17453292519943298,-0.4363323129985824,-5.4569682106375694e-12,1.438849039914203e-13,1.7319479184152442e-14,1.9895196601282805e-13
-1.5707963267948966,-1.5707963267948966,0.17453292519943298,-0.26179938779914946,6.536993168992922e-13,-7.176481631177012e-13,3.175237850427948e-14,5.364597654988756e-13
-1.5707963267948966,-1.5707963267948966,0.17453292519943298,-0.08726646259971649,-4.860112312599085e-12,-2.0889956431346945e-12,-1.5987211554602254e-14,1.652011860642233e-13
-1.5707963267948966,-1.5707963267948966,0.17453292519943298,0.08726646259971649,-1.9042545318370685e-12,-3.581135388230905e-12,5.5067062021407764e-14,-1.9895196601282805e-13
-1.5707963267948966,-1.5707963267948966,0.17453292519943298,0.26179938779914935,7.389644451905042e-13,-7.176481631177012e-13,-2.6201263381153694e-14,5.329070518200751e-13
-1.5707963267948966,-1.5707963267948966,0.17453292519943298,0.43633231299858233,7.105427357601002e-13,-4.476419235288631e-13,4.418687638008123e-14,-2.1316282072803006e-14
-1.5707963267948966,-1.5707963267948966,0.17453292519943298,0.6108652381980153,-2.2737367544323206e-13,-6.146194664324867e-13,-6.705747068735946e-14,1.0658141036401503e-13
-1.5707963267948966,-1.5707963267948966,0.17453292519943298,0.7853981633974483,1.5631940186722204e-12,-5.258016244624741e-12,8.79296635503124e-14,-1.1368683772161603e-13
-1.5707963267948966,-1.5707963267948966,0.5235987755982987,-0.7853981633974483,-6.394884621840902e-12,1.9468870959826745e-12,1.438849039914203e-13,0.0
-1.5707963267948966,-1.5707963267948966,0.5235987755982987,-0.6108652381980153,-2.9274360713316128e-12,-5.993427976136445e-12,2.4868995751603507e-14,3.339550858072471e-13
-1.5707963267948966,-1.5707963267948966,0.5235987755982987,-0.4363323129985824,9.947598300641403e-13,-4.565237077258644e-12,7.460698725481052e-14,-2.8421709430404007e-13
-1.5707963267948966,-1.5707963267948966,0.5235987755982987,-0.26179938779914946,8.611777957412414e-12,3.169020601490047e-12,9.947598300641403e-14,3.694822225952521e-13
-1.5707963267948966,-1.5707963267948966,0.5235987755982987,-0.08726646259971649,1.0516032489249483e-12,-7.673861546209082e-13,1.9539925233402755e-14,1.0658141036401503e-13
-1.5707963267948966,-1.5707963267948966,0.5235987755982987,0.08726646259971649,-3.694822225952521e-13,-1.1652900866465643e-12,1.7763568394002505e-14,7.105427357601002e-15
-1.5707963267948966,-1.5707963267948966,0.5235987755982987,0.26179938779914935,-5.5138116294983774e-12,-1.8616219676914625e-12,-3.4638958368304884e-14,1.9184653865522705e-13
-1.5707963267948966,-1.5707963267948966,0.5235987755982987,0.43633231299858233,-5.002220859751105e-12,-3.9612757518625585e-12,3.5083047578154947e-14,-5.613287612504791e-13
-1.5707963267948966,-1.5707963267948966,0.5235987755982987,0.6108652381980153,-9.094947017729282e-13,5.808686864838819e-12,-2.717825964282383e-13,2.7000623958883807e-13
-1.5707963267948966,-1.5707963267948966,0.5235987755982987,0.7853981633974483,-6.679101716144942e-12,2.5295321393059567e-12,3.232969447708456e-13,4.973799150320701e-14
-1.5707963267948966,-1.5707963267948966,0.8726646259971647,-0.7853981633974483,-4.945377440890297e-12,-2.7569058147491887e-12,1.0125233984581428e-13,2.1316282072803006e-13
-1.5707963267948966,-1.5707963267948966,0.8726646259971647,-0.6108652381980153,0.0,-4.547473508864641e-13,-7.460698725481052e-14,1.3500311979441904e-13
-1.5707963267948966,-1.5707963267948966,0.8726646259971647,-0.4363323129985824,6.252776074688882e-13,5.044853423896711e-13,-5.1514348342607263e-14,-1.9895196601282805e-13
-1.5707963267948966,-1.5707963267948966,0.8726646259971647,-0.26179938779914946,1.9042545318370685e-12,-4.973799150320701e-13,5.5067062021407764e-14,2.5224267119483557e-13
-1.5707963267948966,-1.5707963267948966,0.8726646259971647,-0.08726646259971649,3.410605131648481e-13,1.7337242752546445e-12,1.7763568394002505e-14,2.5579538487363607e-13
-1.5707963267948966,-1.5707963267948966,0.8726646259971647,0.08726646259971649,3.410605131648481e-13,1.4210854715202004e-12,-1.7763568394002505e-14,-8.526512829121202e-14
-1.5707963267948966,-1.5707963267948966,0.8726646259971647,0.26179938779914935,9.379164112033322e-13,-4.078515303262975e-12,6.750155989720952e-14,-1.5631940186722204e-13
-1.5707963267948966,-1.5707963267948966,0.8726646259971647,0.43633231299858233,-1.0544454198679887e-11,-1.7834622667578515e-12,1.687538997430238e-13,4.618527782440651e-14
-1.5707963267948966,-1.5707963267948966,0.8726646259971647,0.6108652381980153,1.9895196601282805e-13,-7.851497230149107e-13,-1.4210854715202004e-13,-2.1316282072803006e-14
-1.5707963267948966,-1.5707963267948966,0.8726646259971647,0.7853981633974483,-1.8189894035458565e-12,-8.22808488010196e-12,-1.652011860642233e-13,1.7763568394002505e-14
-1.5707963267948966,-1.5707963267948966,1.2217304763960306,-0.7853981633974483,1.000444171950221e-11,-3.915090474038152e-12,8.348877145181177e-14,-6.394884621840902e-14
-1.5707963267948966,-1.5707963267948966,1.2217304763960306,-0.6108652381980153,7.332801033044234e-12,-6.075140390748857e-13,6.661338147750939e-14,-1.0302869668521453e-13
-1.5707963267948966,-1.5707963267948966,1.2217304763960306,-0.4363323129985824,-2.3874235921539366e-12,2.9629632081196178e-12,6.017408793468348e-14,-2.007283228522283e-13
-1.5707963267948966,-1.5707963267948966,1.2217304763960306,-0.26179938779914946,-1.2789769243681803e-12,-2.4797941478027496e-12,3.552713678800501e-15,2.8066438062523957e-13
-1.5707963267948966,-1.5707963267948966,1.2217304763960306,-0.08726646259971649,-2.0747847884194925e-12,1.4210854715202004e-14,3.552713678800501e-15,1.0658141036401503e-13
-1.5707963267948966,-1.5707963267948966,1.2217304763960306,0.08726646259971649,-2.2737367544323206e-12,-1.8474111129762605e-13,6.927791673660977e-14,2.842170943040401e-14
-1.5707963267948966,-1.5707963267948966,1.2217304763960306,0.26179938779914935,-1.3642420526593924e-12,-2.4797941478027496e-12,4.440892098500626e-15,2.1316282072803006e-13
-1.5707963267948966,-1.5707963267948966,1.2217304763960306,0.43633231299858233,-2.3590018827235326e-12,3.3661962106634746e-12,-7.771561172376096e-15,1.2256862191861728e-13
-1.5707963267948966,-1.5707963267948966,1.2217304763960306,0.6108652381980153,7.389644451905042e-12,-6.661338147750939e-13,3.4638958368304884e-14,-1.4210854715202004e-14
-1.5707963267948966,-1.5707963267948966,1.2217304763960306,0.7853981633974483,4.064304448547773e-12,-7.673861546209082e-13,2.469136006766348e-13,-1.7763568394002505e-13
-1.5707963267948966,-1.5707963267948966,1.5707963267948966,-0.7853981633974483,6.906475391588174e-12,2.562505763137324e-12,6.072919944699606e-14,-1.0746958878371515e-13
-1.5707963267948966,-1.5707963267948966,1.5707963267948966,-0.6108652381980153,-2.0179413695586845e-12,-1.7923440509548527e-12,1.0524914273446484e-13,1.545430450278218e-13
-1.5707963267948966,-1.5707963267948966,1.5707963267948966,-0.4363323129985824,-7.361222742474638e-12,2.159938894408242e-13,4.4853010194856324e-14,5.262457136723242e-14
-1.5707963267948966,-1.5707963267948966,1.5707963267948966,-0.26179938779914946,-3.836930773104541e-12,1.272870697732742e-12,3.5083047578154947e-14,-6.861178292183467e-14
-1.5707963267948966,-1.5707963267948966,1.5707963267948966,-0.08726646259971649,-2.3305801732931286e-12,1.8332002582610585e-12,1.9539925233402755e-14,2.0872192862952943e-13
-1.5707963267948966,-1.5707963267948966,1.5707963267948966,0.08726646259971649,-2.0463630789890885e-12,1.0151046669903963e-12,-5.795364188543317e-14,-3.064215547965432e-13
-1.5707963267948966,-1.5707963267948966,1.5707963267948966,0.26179938779914935,-3.183231456205249e-12,1.6245893519339916e-12,-2.498001805406602e-13,-1.9984014443252818e-15
-1.5707963267948966,-1.5707963267948966,1.5707963267948966,0.43633231299858233,4.433786671143025e-12,1.0097478408965799e-13,-3.3306690738754696e-15,-3.774758283725532e-15
-1.5707963267948966,-1.5707963267948966,1.5707963267948966,0.6108652381980153,-1.8758328224066645e-12,-1.909139513145419e-12,3.552713678800501e-15,3.086420008457935e-14
-1.5707963267948966,-1.5707963267948966,1.5707963267948966,0.7853981633974483,7.16227077646181e-12,3.0973001940992617e-12,-5.750955267558311e-14,-1.48991929904696e-13
-1.5707963267948966,-1.2217304763960306,-1.5707963267948966,-0.7853981633974483,-3.183231456205249e-12,-4.312328272249033e-12,9.880984919163893e-14,3.999023334699814e-13
-1.5707963267948966,-1.2217304763960306,-1.5707963267948966,-0.6108652381980153,2.6147972675971687e-12,-2.8070323843110145e-12,-1.1879386363489175e-12,7.436273818939299e-13
-1.5707963267948966,-1.2217304763960306,-1.5707963267948966,-0.4363323129985824,6.139089236967266e-12,8.362338599354757e-13,-4.880540416252188e-13,9.818812429784884e-13
-1.5707963267948966,-1.2217304763960306,-1.5707963267948966,-0.26179938779914946,9.094947017729282e-13,-2.763456130594477e-12,1.709743457922741e-14,9.106049247975534e-13
-1.5707963267948966,-1.2217304763960306,-1.5707963267948966,-0.08726646259971649,4.547473508864641e-12,-7.904232823818802e-13,-4.285460875053104e-13,2.9753977059954195e-13
-1.5707963267948966,-1.2217304763960306,-1.5707963267948966,0.08726646259971649,2.0463630789890885e-12,-5.224709553885987e-13,-1.01063601931628e-12,2.6201263381153694e-14
-1.5707963267948966,-1.2217304763960306,-1.5707963267948966,0.26179938779914935,8.185452315956354e-12,-2.4453772340393698e-12,-1.8302026560945706e-12,-8.850697952311748e-13
-1.5707963267948966,-1.2217304763960306,-1.5707963267948966,0.43633231299858233,-9.094947017729282e-13,-4.6407322429331543e-14,-1.6697754290362354e-13,-1.1013412404281553e-12
-1.5707963267948966,-1.2217304763960306,-1.5707963267948966,0.6108652381980153,3.410605131648481e-13,-1.3624656958199921e-12,-2.899902540320909e-13,1.0125233984581428e-13
-1.5707963267948966,-1.2217304763960306,-1.5707963267948966,0.7853981633974483,7.958078640513122e-13,-3.2747138334343617e-12,2.786659791809143e-14,-3.97015753605956e-13
-1.5707963267948966,-1.2217304763960306,-1.2217304763960306,-0.7853981633974483,1.3642420526593924e-12,-6.252776074688882e-13,-2.0605739337042905e-13,-5.258016244624741e-13
-1.5707963267948966,-1.2217304763960306,-1.2217304763960306,-0.6108652381980153,-5.684341886080801e-13,-2.0605739337042905e-13,-4.3520742565306136e-13,6.039613253960852e-13
-1.5707963267948966,-1.2217304763960306,-1.2217304763960306,-0.4363323129985824,-4.774847184307873e-12,1.3358203432289883e-12,6.696865284538944e-13,3.161915174132446e-13
-1.5707963267948966,-1.2217304763960306,-1.2217304763960306,-0.26179938779914946,-4.320099833421409e-12,-3.979039320256561e-12,-1.2079226507921703e-13,1.8758328224066645e-12
-1.5707963267948966,-1.2217304763960306,-1.2217304763960306,-0.08726646259971649,-1.0686562745831907e-11,-1.2505552149377763e-12,1.3073986337985843e-12,5.115907697472721e-13
-1.5707963267948966,-1.2217304763960306,-1.2217304763960306,0.08726646259971649,-1.1368683772161603e-12,-2.2737367544323206e-13,-9.947598300641403e-13,1.1368683772161603e-13
-1.5707963267948966,-1.2217304763960306,-1.2217304763960306,0.26179938779914935,2.0463630789890885e-12,-1.9895196601282805e-13,-2.4513724383723456e-13,1.1368683772161603e-13
-1.5707963267948966,-1.2217304763960306,-1.2217304763960306,0.43633231299858233,5.002220859751105e-12,-8.526512829121202e-13,-7.86926079854311e-13,-9.237055564881302e-14
-1.5707963267948966,-1.2217304763960306,-1.2217304763960306,0.6108652381980153,2.1600499167107046e-12,5.400124791776761e-13,-1.0302869668521453e-13,-5.542233338928781e-13
-1.5707963267948966,-1.2217304763960306,-1.2217304763960306,0.7853981633974483,-6.252776074688882e-12,-3.410605131648481e-13,1.2079226507921703e-13,5.684341886080802e-14
-1.5707963267948966,-1.2217304763960306,-0.8726646259971648,-0.7853981633974483,-6.821210263296962e-12,5.684341886080801e-13,-9.947598300641403e-13,5.684341886080802e-14
-1.5707963267948966,-1.2217304763960306,-0.8726646259971648,-0.6108652381980153,2.9558577807620168e-12,-2.085442929455894e-12,-3.588240815588506e-13,0.0
-1.5707963267948966,-1.2217304763960306,-0.8726646259971648,-0.4363323129985824,-5.229594535194337e-12,-1.1226575225009583e-12,-4.192202140984591e-13,-8.668621376273222e-13
-1.5707963267948966,-1.2217304763960306,-0.8726646259971648,-0.26179938779914946,-9.094947017729282e-13,1.1937117960769683e-12,-8.384404281969182e-13,1.1937117960769683e-12
-1.5707963267948966,-1.2217304763960306,-0.8726646259971648,-0.08726646259971649,9.777068044058979e-12,-5.115907697472721e-12,-6.679101716144942e-13,9.663381206337363e-13
-1.5707963267948966,-1.2217304763960306,-0.8726646259971648,0.08726646259971649,1.1368683772161603e-12,-2.2737367544323206e-12,-5.684341886080801e-13,-1.4210854715202004e-12
-1.5707963267948966,-1.2217304763960306,-0.8726646259971648,0.26179938779914935,8.185452315956354e-12,4.547473508864641e-13,-1.4210854715202004e-14,1.0800249583553523e-12
-1.5707963267948966,-1.2217304763960306,-0.8726646259971648,0.43633231299858233,8.412825991399586e-12,3.836930773104541e-13,-9.592326932761353e-14,7.815970093361102e-13
-1.5707963267948966,-1.2217304763960306,-0.8726646259971648,0.6108652381980153,3.637978807091713e-12,-1.879385536085465e-12,2.2026824808563106e-13,-1.7763568394002505e-13
-1.5707963267948966,-1.2217304763960306,-0.8726646259971648,0.7853981633974483,6.59383658785373e-12,2.842170943040401e-14,2.4158453015843406e-13,4.263256414560601e-14
-1.5707963267948966,-1.2217304763960306,-0.5235987755982989,-0.7853981633974483,-8.185452315956354e-12,1.8474111129762605e-13,9.237055564881302e-14,1.7053025658242404e-13
-1.5707963267948966,-1.2217304763960306,-0.5235987755982989,-0.6108652381980153,-8.640199666842818e-12,1.84385839929746e-12,-6.039613253960852e-13,3.410605131648481e-13
-1.5707963267948966,-1.2217304763960306,-0.5235987755982989,-0.4363323129985824,4.661160346586257e-12,5.826450433232822e-13,-5.186961971048731e-13,6.679101716144942e-13
-1.5707963267948966,-1.2217304763960306,-0.5235987755982989,-0.26179938779914946,-5.343281372915953e-12,5.684341886080802e-14,1.5276668818842154e-12,2.1316282072803006e-13
-1.5707963267948966,-1.2217304763960306,-0.5235987755982989,-0.08726646259971649,-7.503331289626658e-12,-2.2737367544323206e-12,-3.979039320256561e-13,5.115907697472721e-13
-1.5707963267948966,-1.2217304763960306,-0.5235987755982989,0.08726646259971649,7.275957614183426e-12,1.1368683772161603e-13,6.536993168992922e-13,1.9895196601282805e-13
-1.5707963267948966,-1.2217304763960306,-0.5235987755982989,0.26179938779914935,5.002220859751105e-12,6.821210263296962e-13,1.6697754290362354e-13,2.1316282072803006e-13
-1.5707963267948966,-1.2217304763960306,-0.5235987755982989,0.43633231299858233,-5.9117155615240335e-12,3.126388037344441e-13,6.323830348264892e-13,1.3073986337985843e-12
-1.5707963267948966,-1.2217304763960306,-0.5235987755982989,0.6108652381980153,5.6843418860808015e-12,8.490985692333197e-13,-4.583000645652646e-13,8.881784197001252e-14
-1.5707963267948966,-1.2217304763960306,-0.5235987755982989,0.7853981633974483,-1.1368683772161603e-12,2.4158453015843406e-13,-6.679101716144942e-13,6.394884621840902e-13
-1.5707963267948966,-1.2217304763960306,-0.17453292519943298,-0.7853981633974483,6.821210263296962e-13,4.11404244005098e-12,1.4210854715202004e-13,1.4779288903810084e-12
-1.5707963267948966,-1.2217304763960306,-0.17453292519943298,-0.6108652381980153,4.774847184307873e-12,1.0764722446765518e-12,2.4158453015843406e-13,8.526512829121202e-14
-1.5707963267948966,-1.2217304763960306,-0.17453292519943298,-0.4363323129985824,-1.3642420526593924e-12,8.313350008393172e-13,4.902744876744691e-13,-1.4068746168049984e-12
-1.5707963267948966,-1.2217304763960306,-0.17453292519943298,-0.26179938779914946,2.3874235921539366e-12,1.1795009413617663e-12,-5.275779813018744e-13,-8.384404281969182e-13
-1.5707963267948966,-1.2217304763960306,-0.17453292519943298,-0.08726646259971649,0.0,-5.6559201766503975e-12,3.197442310920451e-13,-9.734435479913373e-13
-1.5707963267948966,-1.2217304763960306,-0.17453292519943298,0.08726646259971649,-1.1368683772161603e-12,4.860112312599085e-12,-1.7053025658242404e-13,1.1226575225009583e-12
-1.5707963267948966,-1.2217304763960306,-0.17453292519943298,0.26179938779914935,-1.0231815394945443e-12,4.263256414560601e-14,4.263256414560601e-13,-2.7000623958883807e-13
-1.5707963267948966,-1.2217304763960306,-0.17453292519943298,0.43633231299858233,2.2737367544323206e-13,2.1458390619955026e-12,2.1316282072803006e-14,1.1084466677857563e-12
-1.5707963267948966,-1.2217304763960306,-0.17453292519943298,0.6108652381980153,2.9558577807620168e-12,3.517186542012496e-13,-3.694822225952521e-13,9.947598300641403e-13
-1.5707963267948966,-1.2217304763960306,-0.17453292519943298,0.7853981633974483,7.958078640513122e-12,2.6076918402395677e-12,3.126388037344441e-13,1.1226575225009583e-12
-1.5707963267948966,-1.2217304763960306,0.17453292519943298,-0.7853981633974483,2.2737367544323206e-13,-2.3234747459355276e-12,2.4868995751603507e-13,2.2737367544323206e-13
-1.5707963267948966,-1.2217304763960306,0.17453292519943298,-0.6108652381980153,-5.6843418860808015e-12,5.364597654988756e-13,3.339550858072471e-13,2.8421709430404007e-13
-1.5707963267948966,-1.2217304763960306,0.17453292519943298,-0.4363323129985824,-5.115907697472721e-12,-3.595346242946107e-12,1.7763568394002505e-13,-1.4210854715202004e-13
-1.5707963267948966,-1.2217304763960306,0.17453292519943298,-0.26179938779914946,-7.503331289626658e-12,-2.6574298317427747e-12,-1.2789769243681803e-13,8.242295734817162e-13
-1.5707963267948966,-1.2217304763960306,0.17453292519943298,-0.08726646259971649,-8.86757334228605e-12,2.842170943040401e-14,-3.055333763768431e-13,4.884981308350689e-13
-1.5707963267948966,-1.2217304763960306,0.17453292519943298,0.08726646259971649,-2.2737367544323206e-12,1.2221335055073723e-12,7.460698725481052e-14,1.2718714970105793e-12
-1.5707963267948966,-1.2217304763960306,0.17453292519943298,0.26179938779914935,7.048583938740194e-12,-1.0373923942097463e-12,1.3091749906379846e-12,-1.4210854715202004e-14
-1.5707963267948966,-1.2217304763960306,0.17453292519943298,0.43633231299858233,-2.0463630789890885e-12,-1.2718714970105793e-12,5.968558980384842e-13,-7.247535904753022e-13
